experiment,method,seed,noise,agents,episodes,metric,value
g1,g1,8,,,300,arms.ucsm_stale.roles.robust.phantom_rate,0.9166666666666666
g1,g1,8,,,300,arms.ucsm_stale.n_items,156.0
g1,g1,8,,,300,arms.ucsm_stale.bits,53608.0
g1,g1,8,,,300,arms.ucsm_graph.roles.fragile.mean_cost,69.86111111111111
g1,g1,8,,,300,arms.ucsm_graph.roles.fragile.phantom_rate,0.9166666666666666
g1,g1,8,,,300,arms.ucsm_graph.roles.robust.mean_cost,94.27777777777777
g1,g1,8,,,300,arms.ucsm_graph.roles.robust.phantom_rate,0.9166666666666666
g1,g1,8,,,300,arms.ucsm_graph.n_items,124.0
g1,g1,8,,,300,arms.ucsm_graph.bits,42296.0
g1,g1,9,,,300,battery,36.0
g1,g1,9,,,300,arms.ucsm_stale.roles.fragile.mean_cost,73.69444444444444
g1,g1,9,,,300,arms.ucsm_stale.roles.fragile.phantom_rate,0.9166666666666666
g1,g1,9,,,300,arms.ucsm_stale.roles.robust.mean_cost,104.52777777777777
g1,g1,9,,,300,arms.ucsm_stale.roles.robust.phantom_rate,0.9166666666666666
g1,g1,9,,,300,arms.ucsm_stale.n_items,173.0
g1,g1,9,,,300,arms.ucsm_stale.bits,57812.0
g1,g1,9,,,300,arms.ucsm_graph.roles.fragile.mean_cost,79.77777777777777
g1,g1,9,,,300,arms.ucsm_graph.roles.fragile.phantom_rate,0.9444444444444444
g1,g1,9,,,300,arms.ucsm_graph.roles.robust.mean_cost,110.22222222222223
g1,g1,9,,,300,arms.ucsm_graph.roles.robust.phantom_rate,0.9444444444444444
g1,g1,9,,,300,arms.ucsm_graph.n_items,132.0
g1,g1,9,,,300,arms.ucsm_graph.bits,44678.0
g1,g1,10,,,300,battery,36.0
g1,g1,10,,,300,arms.ucsm_stale.roles.fragile.mean_cost,85.05555555555556
g1,g1,10,,,300,arms.ucsm_stale.roles.fragile.phantom_rate,0.9166666666666666
g1,g1,10,,,300,arms.ucsm_stale.roles.robust.mean_cost,112.13888888888889
g1,g1,10,,,300,arms.ucsm_stale.roles.robust.phantom_rate,0.9166666666666666
g1,g1,10,,,300,arms.ucsm_stale.n_items,162.0
g1,g1,10,,,300,arms.ucsm_stale.bits,55928.0
g1,g1,10,,,300,arms.ucsm_graph.roles.fragile.mean_cost,73.91666666666667
g1,g1,10,,,300,arms.ucsm_graph.roles.fragile.phantom_rate,0.8888888888888888
g1,g1,10,,,300,arms.ucsm_graph.roles.robust.mean_cost,102.27777777777777
g1,g1,10,,,300,arms.ucsm_graph.roles.robust.phantom_rate,0.8888888888888888
g1,g1,10,,,300,arms.ucsm_graph.n_items,122.0
g1,g1,10,,,300,arms.ucsm_graph.bits,42432.0
g1,g1,11,,,300,battery,36.0
g1,g1,11,,,300,arms.ucsm_stale.roles.fragile.mean_cost,69.05555555555556
g1,g1,11,,,300,arms.ucsm_stale.roles.fragile.phantom_rate,0.7222222222222222
g1,g1,11,,,300,arms.ucsm_stale.roles.robust.mean_cost,96.25
g1,g1,11,,,300,arms.ucsm_stale.roles.robust.phantom_rate,0.7222222222222222
g1,g1,11,,,300,arms.ucsm_stale.n_items,154.0
g1,g1,11,,,300,arms.ucsm_stale.bits,54386.0
g1,g1,11,,,300,arms.ucsm_graph.roles.fragile.mean_cost,69.63888888888889
g1,g1,11,,,300,arms.ucsm_graph.roles.fragile.phantom_rate,0.8333333333333334
g1,g1,11,,,300,arms.ucsm_graph.roles.robust.mean_cost,94.08333333333333
g1,g1,11,,,300,arms.ucsm_graph.roles.robust.phantom_rate,0.8333333333333334
g1,g1,11,,,300,arms.ucsm_graph.n_items,107.0
g1,g1,11,,,300,arms.ucsm_graph.bits,37652.0
g1,g1,0,,,25,battery,18.0
g1,g1,0,,,25,arms.ucsm_stale.roles.fragile.mean_cost,56.833333333333336
g1,g1,0,,,25,arms.ucsm_stale.roles.fragile.phantom_rate,0.6111111111111112
g1,g1,0,,,25,arms.ucsm_stale.roles.robust.mean_cost,68.83333333333333
g1,g1,0,,,25,arms.ucsm_stale.roles.robust.phantom_rate,0.6111111111111112
g1,g1,0,,,25,arms.ucsm_stale.n_items,18.0
g1,g1,0,,,25,arms.ucsm_stale.bits,6436.0
g1,g1,0,,,25,arms.ucsm_graph.roles.fragile.mean_cost,59.333333333333336
g1,g1,0,,,25,arms.ucsm_graph.roles.fragile.phantom_rate,0.6111111111111112
g1,g1,0,,,25,arms.ucsm_graph.roles.robust.mean_cost,70.33333333333333
g1,g1,0,,,25,arms.ucsm_graph.roles.robust.phantom_rate,0.6111111111111112
g1,g1,0,,,25,arms.ucsm_graph.n_items,15.0
g1,g1,0,,,25,arms.ucsm_graph.bits,5426.0
g1,g1,1,,,25,battery,18.0
g1,g1,1,,,25,arms.ucsm_stale.roles.fragile.mean_cost,77.66666666666667
g1,g1,1,,,25,arms.ucsm_stale.roles.fragile.phantom_rate,0.5555555555555556
g1,g1,1,,,25,arms.ucsm_stale.roles.robust.mean_cost,81.61111111111111
g1,g1,1,,,25,arms.ucsm_stale.roles.robust.phantom_rate,0.5555555555555556
g1,g1,1,,,25,arms.ucsm_stale.n_items,15.0
g1,g1,1,,,25,arms.ucsm_stale.bits,4970.0
g1,g1,1,,,25,arms.ucsm_graph.roles.fragile.mean_cost,92.16666666666667
g1,g1,1,,,25,arms.ucsm_graph.roles.fragile.phantom_rate,0.5555555555555556
g1,g1,1,,,25,arms.ucsm_graph.roles.robust.mean_cost,92.72222222222223
g1,g1,1,,,25,arms.ucsm_graph.roles.robust.phantom_rate,0.5555555555555556
g1,g1,1,,,25,arms.ucsm_graph.n_items,10.0
g1,g1,1,,,25,arms.ucsm_graph.bits,3286.0
i1,graph_no_prov,100,0.0,6,300,group_cost.fragile,142.08555555555554
i1,graph_no_prov,100,0.0,6,300,group_cost.robust,180.7588888888889
i1,graph_no_prov,100,0.0,6,300,success_first,0.044444444444444446
i1,graph_no_prov,100,0.0,6,300,fail_open,0.8788888888888889
i1,graph_no_prov,100,0.0,6,300,refusal,0.07666666666666666
i1,graph_no_prov,100,0.0,6,300,hazard_hits,5.6305555555555555
i1,graph_no_prov,100,0.0,6,300,duplicate_rate,0.015321154979375369
i1,graph_no_prov,100,0.0,6,300,wire_bits,970572.0
i1,graph_no_prov,100,0.0,6,300,memory_bits,364611.3333333333
i1,graph_no_prov,100,0.0,6,300,match_ops,682761.3333333334
i1,graph_no_prov,101,0.0,6,300,group_cost.fragile,141.85555555555555
i1,graph_no_prov,101,0.0,6,300,group_cost.robust,168.34555555555556
i1,graph_no_prov,101,0.0,6,300,success_first,0.049444444444444444
i1,graph_no_prov,101,0.0,6,300,fail_open,0.8811111111111111
i1,graph_no_prov,101,0.0,6,300,refusal,0.06944444444444445
i1,graph_no_prov,101,0.0,6,300,hazard_hits,5.167222222222223
i1,graph_no_prov,101,0.0,6,300,duplicate_rate,0.013458162668227034
i1,graph_no_prov,101,0.0,6,300,wire_bits,959844.0
i1,graph_no_prov,101,0.0,6,300,memory_bits,364717.3333333333
i1,graph_no_prov,101,0.0,6,300,match_ops,731048.0
i1,graph_no_prov,102,0.0,6,300,group_cost.fragile,143.72333333333333
i1,graph_no_prov,102,0.0,6,300,group_cost.robust,177.4711111111111
i1,graph_no_prov,102,0.0,6,300,success_first,0.03944444444444444
i1,graph_no_prov,102,0.0,6,300,fail_open,0.895
i1,graph_no_prov,102,0.0,6,300,refusal,0.06555555555555556
i1,graph_no_prov,102,0.0,6,300,hazard_hits,5.488333333333333
i1,graph_no_prov,102,0.0,6,300,duplicate_rate,0.016422287390029325
i1,graph_no_prov,102,0.0,6,300,wire_bits,971636.0
i1,graph_no_prov,102,0.0,6,300,memory_bits,366632.0
i1,graph_no_prov,102,0.0,6,300,match_ops,727821.0
i1,graph_no_prov,103,0.0,6,300,group_cost.fragile,146.3011111111111
i1,graph_no_prov,103,0.0,6,300,group_cost.robust,177.64333333333335
i1,graph_no_prov,103,0.0,6,300,success_first,0.042777777777777776
i1,graph_no_prov,103,0.0,6,300,fail_open,0.8983333333333333
i1,graph_no_prov,103,0.0,6,300,refusal,0.058888888888888886
i1,graph_no_prov,103,0.0,6,300,hazard_hits,5.597777777777778
i1,graph_no_prov,103,0.0,6,300,duplicate_rate,0.02152414194299011
i1,graph_no_prov,103,0.0,6,300,wire_bits,998108.0
i1,graph_no_prov,103,0.0,6,300,memory_bits,370004.3333333333
i1,graph_no_prov,103,0.0,6,300,match_ops,738565.6666666666
i1,graph_no_prov,104,0.0,6,300,group_cost.fragile,147.29555555555555
i1,graph_no_prov,104,0.0,6,300,group_cost.robust,174.1211111111111
i1,graph_no_prov,104,0.0,6,300,success_first,0.04722222222222222
i1,graph_no_prov,104,0.0,6,300,fail_open,0.8816666666666667
i1,graph_no_prov,104,0.0,6,300,refusal,0.07111111111111111
i1,graph_no_prov,104,0.0,6,300,hazard_hits,5.433333333333334
i1,graph_no_prov,104,0.0,6,300,duplicate_rate,0.014645577035735208
i1,graph_no_prov,104,0.0,6,300,wire_bits,984968.0
i1,graph_no_prov,104,0.0,6,300,memory_bits,366487.0
i1,graph_no_prov,104,0.0,6,300,match_ops,714841.0
i1,graph_no_prov,105,0.0,6,300,group_cost.fragile,142.46333333333334
i1,graph_no_prov,105,0.0,6,300,group_cost.robust,173.95777777777778
i1,graph_no_prov,105,0.0,6,300,success_first,0.044444444444444446
i1,graph_no_prov,105,0.0,6,300,fail_open,0.8816666666666667
i1,graph_no_prov,105,0.0,6,300,refusal,0.07388888888888889
i1,graph_no_prov,105,0.0,6,300,hazard_hits,5.372222222222222
i1,graph_no_prov,105,0.0,6,300,duplicate_rate,0.020600353148911125
i1,graph_no_prov,105,0.0,6,300,wire_bits,1008946.0
i1,graph_no_prov,105,0.0,6,300,memory_bits,376025.6666666667
i1,graph_no_prov,105,0.0,6,300,match_ops,728670.3333333334
i1,graph_no_prov,106,0.0,6,300,group_cost.fragile,152.54111111111112
i1,graph_no_prov,106,0.0,6,300,group_cost.robust,171.60555555555555
i1,graph_no_prov,106,0.0,6,300,success_first,0.04555555555555556
i1,graph_no_prov,106,0.0,6,300,fail_open,0.8722222222222222
i1,graph_no_prov,106,0.0,6,300,refusal,0.08222222222222222
i1,graph_no_prov,106,0.0,6,300,hazard_hits,5.586111111111111
i1,graph_no_prov,106,0.0,6,300,duplicate_rate,0.011869436201780416
i1,graph_no_prov,106,0.0,6,300,wire_bits,997520.0
i1,graph_no_prov,106,0.0,6,300,memory_bits,374780.3333333333
i1,graph_no_prov,106,0.0,6,300,match_ops,738777.6666666666
i1,graph_no_prov,107,0.0,6,300,group_cost.fragile,155.48666666666668
i1,graph_no_prov,107,0.0,6,300,group_cost.robust,175.40777777777777
i1,graph_no_prov,107,0.0,6,300,success_first,0.049444444444444444
i1,graph_no_prov,107,0.0,6,300,fail_open,0.8905555555555555
i1,graph_no_prov,107,0.0,6,300,refusal,0.06
i1,graph_no_prov,107,0.0,6,300,hazard_hits,5.688888888888889
i1,graph_no_prov,107,0.0,6,300,duplicate_rate,0.013994169096209912
i1,graph_no_prov,107,0.0,6,300,wire_bits,966460.0
i1,graph_no_prov,107,0.0,6,300,memory_bits,360347.3333333333
i1,graph_no_prov,107,0.0,6,300,match_ops,722312.3333333334
i1,graph_no_prov,108,0.0,6,300,group_cost.fragile,149.23111111111112
i1,graph_no_prov,108,0.0,6,300,group_cost.robust,173.84666666666666
i1,graph_no_prov,108,0.0,6,300,success_first,0.04666666666666667
i1,graph_no_prov,108,0.0,6,300,fail_open,0.8855555555555555
i1,graph_no_prov,108,0.0,6,300,refusal,0.06777777777777778
i1,graph_no_prov,108,0.0,6,300,hazard_hits,5.464444444444444
i1,graph_no_prov,108,0.0,6,300,duplicate_rate,0.01522248243559719
i1,graph_no_prov,108,0.0,6,300,wire_bits,999974.0
i1,graph_no_prov,108,0.0,6,300,memory_bits,372004.0
i1,graph_no_prov,108,0.0,6,300,match_ops,727246.0
i1,graph_no_prov,109,0.0,6,300,group_cost.fragile,142.66555555555556
i1,graph_no_prov,109,0.0,6,300,group_cost.robust,172.92444444444445
i1,graph_no_prov,109,0.0,6,300,success_first,0.044444444444444446
i1,graph_no_prov,109,0.0,6,300,fail_open,0.8694444444444445
i1,graph_no_prov,109,0.0,6,300,refusal,0.08611111111111111
i1,graph_no_prov,109,0.0,6,300,hazard_hits,5.463888888888889
i1,graph_no_prov,109,0.0,6,300,duplicate_rate,0.017272185824895772
i1,graph_no_prov,109,0.0,6,300,wire_bits,970352.0
i1,graph_no_prov,109,0.0,6,300,memory_bits,366968.0
i1,graph_no_prov,109,0.0,6,300,match_ops,705219.0
i1,graph_no_prov,110,0.0,6,300,group_cost.fragile,151.67111111111112
i1,graph_no_prov,110,0.0,6,300,group_cost.robust,175.2788888888889
i1,graph_no_prov,110,0.0,6,300,success_first,0.041666666666666664
i1,graph_no_prov,110,0.0,6,300,fail_open,0.8855555555555555
i1,graph_no_prov,110,0.0,6,300,refusal,0.07277777777777777
i1,graph_no_prov,110,0.0,6,300,hazard_hits,5.59
i1,graph_no_prov,110,0.0,6,300,duplicate_rate,0.01772002362669817
i1,graph_no_prov,110,0.0,6,300,wire_bits,968304.0
i1,graph_no_prov,110,0.0,6,300,memory_bits,360405.3333333333
i1,graph_no_prov,110,0.0,6,300,match_ops,713881.6666666666
i1,graph_no_prov,111,0.0,6,300,group_cost.fragile,140.42111111111112
i1,graph_no_prov,111,0.0,6,300,group_cost.robust,172.4011111111111
i1,graph_no_prov,111,0.0,6,300,success_first,0.055
i1,graph_no_prov,111,0.0,6,300,fail_open,0.8872222222222222
i1,graph_no_prov,111,0.0,6,300,refusal,0.057777777777777775
i1,graph_no_prov,111,0.0,6,300,hazard_hits,5.156666666666666
i1,graph_no_prov,111,0.0,6,300,duplicate_rate,0.01977894124490983
i1,graph_no_prov,111,0.0,6,300,wire_bits,977788.0
i1,graph_no_prov,111,0.0,6,300,memory_bits,368499.0
i1,graph_no_prov,111,0.0,6,300,match_ops,741186.0
i1,independent,100,0.0,4,300,group_cost.fragile,134.76333333333332
i1,independent,100,0.0,4,300,group_cost.robust,143.045
i1,independent,100,0.0,4,300,success_first,0.04833333333333333
i1,independent,100,0.0,4,300,fail_open,0.7866666666666666
i1,independent,100,0.0,4,300,refusal,0.165
i1,independent,100,0.0,4,300,hazard_hits,5.5375
i1,independent,100,0.0,4,300,duplicate_rate,0.011505273250239693
i1,independent,100,0.0,4,300,wire_bits,0.0
i1,independent,100,0.0,4,300,memory_bits,130461.5
i1,independent,100,0.0,4,300,match_ops,219467.5
i1,independent,101,0.0,4,300,group_cost.fragile,139.02666666666667
i1,independent,101,0.0,4,300,group_cost.robust,144.87
i1,independent,101,0.0,4,300,success_first,0.050833333333333335
i1,independent,101,0.0,4,300,fail_open,0.7983333333333333
i1,independent,101,0.0,4,300,refusal,0.15083333333333335
i1,independent,101,0.0,4,300,hazard_hits,5.744166666666667
i1,independent,101,0.0,4,300,duplicate_rate,0.007575757575757576
i1,independent,101,0.0,4,300,wire_bits,0.0
i1,independent,101,0.0,4,300,memory_bits,134568.0
i1,independent,101,0.0,4,300,match_ops,232109.0
i1,independent,102,0.0,4,300,group_cost.fragile,134.33333333333334
i1,independent,102,0.0,4,300,group_cost.robust,142.81833333333333
i1,independent,102,0.0,4,300,success_first,0.03916666666666667
i1,independent,102,0.0,4,300,fail_open,0.8066666666666666
i1,independent,102,0.0,4,300,refusal,0.15416666666666667
i1,independent,102,0.0,4,300,hazard_hits,5.445833333333334
i1,independent,102,0.0,4,300,duplicate_rate,0.016159695817490494
i1,independent,102,0.0,4,300,wire_bits,0.0
i1,independent,102,0.0,4,300,memory_bits,133385.0
i1,independent,102,0.0,4,300,match_ops,232470.5
i1,independent,103,0.0,4,300,group_cost.fragile,134.42833333333334
i1,independent,103,0.0,4,300,group_cost.robust,143.26833333333335
i1,independent,103,0.0,4,300,success_first,0.03666666666666667
i1,independent,103,0.0,4,300,fail_open,0.8041666666666667
i1,independent,103,0.0,4,300,refusal,0.15916666666666668
i1,independent,103,0.0,4,300,hazard_hits,5.5633333333333335
i1,independent,103,0.0,4,300,duplicate_rate,0.013307984790874524
i1,independent,103,0.0,4,300,wire_bits,0.0
i1,independent,103,0.0,4,300,memory_bits,131966.5
i1,independent,103,0.0,4,300,match_ops,227790.5
i1,independent,104,0.0,4,300,group_cost.fragile,130.015
i1,independent,104,0.0,4,300,group_cost.robust,146.355
i1,independent,104,0.0,4,300,success_first,0.041666666666666664
i1,independent,104,0.0,4,300,fail_open,0.7775
i1,independent,104,0.0,4,300,refusal,0.18083333333333335
i1,independent,104,0.0,4,300,hazard_hits,5.536666666666667
i1,independent,104,0.0,4,300,duplicate_rate,0.006776379477250726
i1,independent,104,0.0,4,300,wire_bits,0.0
i1,independent,104,0.0,4,300,memory_bits,133005.0
i1,independent,104,0.0,4,300,match_ops,227866.5
i1,independent,105,0.0,4,300,group_cost.fragile,130.99
i1,independent,105,0.0,4,300,group_cost.robust,141.26
i1,independent,105,0.0,4,300,success_first,0.03916666666666667
i1,independent,105,0.0,4,300,fail_open,0.7908333333333334
i1,independent,105,0.0,4,300,refusal,0.17
i1,independent,105,0.0,4,300,hazard_hits,5.363333333333333
i1,independent,105,0.0,4,300,duplicate_rate,0.013605442176870748
i1,independent,105,0.0,4,300,wire_bits,0.0
i1,independent,105,0.0,4,300,memory_bits,134347.0
i1,independent,105,0.0,4,300,match_ops,230916.0
i1,independent,106,0.0,4,300,group_cost.fragile,131.64666666666668
i1,independent,106,0.0,4,300,group_cost.robust,139.02
i1,independent,106,0.0,4,300,success_first,0.04833333333333333
i1,independent,106,0.0,4,300,fail_open,0.76
i1,independent,106,0.0,4,300,refusal,0.19166666666666668
i1,independent,106,0.0,4,300,hazard_hits,5.415
i1,independent,106,0.0,4,300,duplicate_rate,0.007897334649555774
i1,independent,106,0.0,4,300,wire_bits,0.0
i1,independent,106,0.0,4,300,memory_bits,135275.0
i1,independent,106,0.0,4,300,match_ops,239561.5
i1,independent,107,0.0,4,300,group_cost.fragile,138.78666666666666
i1,independent,107,0.0,4,300,group_cost.robust,138.56166666666667
i1,independent,107,0.0,4,300,success_first,0.050833333333333335
i1,independent,107,0.0,4,300,fail_open,0.7783333333333333
i1,independent,107,0.0,4,300,refusal,0.17083333333333334
i1,independent,107,0.0,4,300,hazard_hits,5.53
i1,independent,107,0.0,4,300,duplicate_rate,0.0048449612403100775
i1,independent,107,0.0,4,300,wire_bits,0.0
i1,independent,107,0.0,4,300,memory_bits,136181.5
i1,independent,107,0.0,4,300,match_ops,233351.0
i1,independent,108,0.0,4,300,group_cost.fragile,127.82
i1,independent,108,0.0,4,300,group_cost.robust,134.99
i1,independent,108,0.0,4,300,success_first,0.04083333333333333
i1,independent,108,0.0,4,300,fail_open,0.8016666666666666
i1,independent,108,0.0,4,300,refusal,0.1575
i1,independent,108,0.0,4,300,hazard_hits,5.049166666666666
i1,independent,108,0.0,4,300,duplicate_rate,0.0057692307692307696
i1,independent,108,0.0,4,300,wire_bits,0.0
i1,independent,108,0.0,4,300,memory_bits,132689.5
i1,independent,108,0.0,4,300,match_ops,230591.5
i1,independent,109,0.0,4,300,group_cost.fragile,140.88166666666666
i1,independent,109,0.0,4,300,group_cost.robust,135.63833333333332
i1,independent,109,0.0,4,300,success_first,0.043333333333333335
i1,independent,109,0.0,4,300,fail_open,0.7816666666666666
i1,independent,109,0.0,4,300,refusal,0.175
i1,independent,109,0.0,4,300,hazard_hits,5.441666666666666
i1,independent,109,0.0,4,300,duplicate_rate,0.008695652173913044
i1,independent,109,0.0,4,300,wire_bits,0.0
i1,independent,109,0.0,4,300,memory_bits,134728.5
i1,independent,109,0.0,4,300,match_ops,230900.5
i1,independent,110,0.0,4,300,group_cost.fragile,128.46333333333334
i1,independent,110,0.0,4,300,group_cost.robust,138.41166666666666
i1,independent,110,0.0,4,300,success_first,0.05
i1,independent,110,0.0,4,300,fail_open,0.7916666666666666
i1,independent,110,0.0,4,300,refusal,0.15833333333333333
i1,independent,110,0.0,4,300,hazard_hits,5.193333333333333
i1,independent,110,0.0,4,300,duplicate_rate,0.0056925996204933585
i1,independent,110,0.0,4,300,wire_bits,0.0
i1,independent,110,0.0,4,300,memory_bits,131779.0
i1,independent,110,0.0,4,300,match_ops,231369.5
i1,independent,111,0.0,4,300,group_cost.fragile,131.09833333333333
i1,independent,111,0.0,4,300,group_cost.robust,145.22666666666666
i1,independent,111,0.0,4,300,success_first,0.051666666666666666
i1,independent,111,0.0,4,300,fail_open,0.7808333333333334
i1,independent,111,0.0,4,300,refusal,0.1675
i1,independent,111,0.0,4,300,hazard_hits,5.474166666666667
i1,independent,111,0.0,4,300,duplicate_rate,0.008620689655172414
i1,independent,111,0.0,4,300,wire_bits,0.0
i1,independent,111,0.0,4,300,memory_bits,131423.0
i1,independent,111,0.0,4,300,match_ops,223677.5
i1,independent,100,0.0,6,300,group_cost.fragile,134.41333333333333
i1,independent,100,0.0,6,300,group_cost.robust,149.34
i1,independent,100,0.0,6,300,success_first,0.027777777777777776
i1,independent,100,0.0,6,300,fail_open,0.825
i1,independent,100,0.0,6,300,refusal,0.14722222222222223
i1,independent,100,0.0,6,300,hazard_hits,5.608333333333333
i1,independent,100,0.0,6,300,duplicate_rate,0.015683814303638646
i1,independent,100,0.0,6,300,wire_bits,0.0
i1,independent,100,0.0,6,300,memory_bits,135346.66666666666
i1,independent,100,0.0,6,300,match_ops,237601.33333333334
i1,independent,101,0.0,6,300,group_cost.fragile,135.72555555555556
i1,independent,101,0.0,6,300,group_cost.robust,145.8711111111111
i1,independent,101,0.0,6,300,success_first,0.03388888888888889
i1,independent,101,0.0,6,300,fail_open,0.7944444444444444
i1,independent,101,0.0,6,300,refusal,0.17166666666666666
i1,independent,101,0.0,6,300,hazard_hits,5.622777777777777
i1,independent,101,0.0,6,300,duplicate_rate,0.018518518518518517
i1,independent,101,0.0,6,300,wire_bits,0.0
i1,independent,101,0.0,6,300,memory_bits,134264.66666666666
i1,independent,101,0.0,6,300,match_ops,231420.33333333334
i1,independent,102,0.0,6,300,group_cost.fragile,139.19444444444446
i1,independent,102,0.0,6,300,group_cost.robust,144.99333333333334
i1,independent,102,0.0,6,300,success_first,0.035
i1,independent,102,0.0,6,300,fail_open,0.7905555555555556
i1,independent,102,0.0,6,300,refusal,0.17444444444444446
i1,independent,102,0.0,6,300,hazard_hits,5.673333333333333
i1,independent,102,0.0,6,300,duplicate_rate,0.014935064935064935
i1,independent,102,0.0,6,300,wire_bits,0.0
i1,independent,102,0.0,6,300,memory_bits,135180.66666666666
i1,independent,102,0.0,6,300,match_ops,240091.0
i1,independent,103,0.0,6,300,group_cost.fragile,138.5611111111111
i1,independent,103,0.0,6,300,group_cost.robust,146.39222222222222
i1,independent,103,0.0,6,300,success_first,0.03166666666666667
i1,independent,103,0.0,6,300,fail_open,0.7761111111111111
i1,independent,103,0.0,6,300,refusal,0.1922222222222222
i1,independent,103,0.0,6,300,hazard_hits,5.791111111111111
i1,independent,103,0.0,6,300,duplicate_rate,0.014964216005204945
i1,independent,103,0.0,6,300,wire_bits,0.0
i1,independent,103,0.0,6,300,memory_bits,134125.33333333334
i1,independent,103,0.0,6,300,match_ops,234637.33333333334
i1,independent,104,0.0,6,300,group_cost.fragile,128.3488888888889
i1,independent,104,0.0,6,300,group_cost.robust,149.20444444444445
i1,independent,104,0.0,6,300,success_first,0.03833333333333333
i1,independent,104,0.0,6,300,fail_open,0.7972222222222223
i1,independent,104,0.0,6,300,refusal,0.16444444444444445
i1,independent,104,0.0,6,300,hazard_hits,5.480555555555555
i1,independent,104,0.0,6,300,duplicate_rate,0.019935691318327974
i1,independent,104,0.0,6,300,wire_bits,0.0
i1,independent,104,0.0,6,300,memory_bits,134360.66666666666
i1,independent,104,0.0,6,300,match_ops,236455.66666666666
i1,independent,105,0.0,6,300,group_cost.fragile,133.14111111111112
i1,independent,105,0.0,6,300,group_cost.robust,140.20555555555555
i1,independent,105,0.0,6,300,success_first,0.03333333333333333
i1,independent,105,0.0,6,300,fail_open,0.79
i1,independent,105,0.0,6,300,refusal,0.17666666666666667
i1,independent,105,0.0,6,300,hazard_hits,5.4127777777777775
i1,independent,105,0.0,6,300,duplicate_rate,0.018904823989569754
i1,independent,105,0.0,6,300,wire_bits,0.0
i1,independent,105,0.0,6,300,memory_bits,135815.0
i1,independent,105,0.0,6,300,match_ops,238380.66666666666
i1,independent,106,0.0,6,300,group_cost.fragile,145.9111111111111
i1,independent,106,0.0,6,300,group_cost.robust,145.68666666666667
i1,independent,106,0.0,6,300,success_first,0.027777777777777776
i1,independent,106,0.0,6,300,fail_open,0.7916666666666666
i1,independent,106,0.0,6,300,refusal,0.18055555555555555
i1,independent,106,0.0,6,300,hazard_hits,5.874444444444444
i1,independent,106,0.0,6,300,duplicate_rate,0.010911424903722721
i1,independent,106,0.0,6,300,wire_bits,0.0
i1,independent,106,0.0,6,300,memory_bits,138160.33333333334
i1,independent,106,0.0,6,300,match_ops,243149.33333333334
i1,independent,107,0.0,6,300,group_cost.fragile,145.60777777777778
i1,independent,107,0.0,6,300,group_cost.robust,149.4488888888889
i1,independent,107,0.0,6,300,success_first,0.03166666666666667
i1,independent,107,0.0,6,300,fail_open,0.7972222222222223
i1,independent,107,0.0,6,300,refusal,0.1711111111111111
i1,independent,107,0.0,6,300,hazard_hits,5.922777777777778
i1,independent,107,0.0,6,300,duplicate_rate,0.012187299550994226
i1,independent,107,0.0,6,300,wire_bits,0.0
i1,independent,107,0.0,6,300,memory_bits,136396.33333333334
i1,independent,107,0.0,6,300,match_ops,239761.66666666666
i1,independent,108,0.0,6,300,group_cost.fragile,134.48555555555555
i1,independent,108,0.0,6,300,group_cost.robust,146.25222222222223
i1,independent,108,0.0,6,300,success_first,0.03277777777777778
i1,independent,108,0.0,6,300,fail_open,0.8111111111111111
i1,independent,108,0.0,6,300,refusal,0.15611111111111112
i1,independent,108,0.0,6,300,hazard_hits,5.576666666666667
i1,independent,108,0.0,6,300,duplicate_rate,0.01829652996845426
i1,independent,108,0.0,6,300,wire_bits,0.0
i1,independent,108,0.0,6,300,memory_bits,135094.0
i1,independent,108,0.0,6,300,match_ops,236575.0
i1,independent,109,0.0,6,300,group_cost.fragile,139.29
i1,independent,109,0.0,6,300,group_cost.robust,152.13555555555556
i1,independent,109,0.0,6,300,success_first,0.028888888888888888
i1,independent,109,0.0,6,300,fail_open,0.79
i1,independent,109,0.0,6,300,refusal,0.1811111111111111
i1,independent,109,0.0,6,300,hazard_hits,5.831666666666667
i1,independent,109,0.0,6,300,duplicate_rate,0.012953367875647668
i1,independent,109,0.0,6,300,wire_bits,0.0
i1,independent,109,0.0,6,300,memory_bits,137125.66666666666
i1,independent,109,0.0,6,300,match_ops,243305.33333333334
i1,independent,110,0.0,6,300,group_cost.fragile,133.01777777777778
i1,independent,110,0.0,6,300,group_cost.robust,143.9477777777778
i1,independent,110,0.0,6,300,success_first,0.03833333333333333
i1,independent,110,0.0,6,300,fail_open,0.8016666666666666
i1,independent,110,0.0,6,300,refusal,0.16
i1,independent,110,0.0,6,300,hazard_hits,5.482777777777778
i1,independent,110,0.0,6,300,duplicate_rate,0.010718789407313998
i1,independent,110,0.0,6,300,wire_bits,0.0
i1,independent,110,0.0,6,300,memory_bits,135311.66666666666
i1,independent,110,0.0,6,300,match_ops,237651.66666666666
i1,independent,111,0.0,6,300,group_cost.fragile,139.32444444444445
i1,independent,111,0.0,6,300,group_cost.robust,144.25222222222223
i1,independent,111,0.0,6,300,success_first,0.03666666666666667
i1,independent,111,0.0,6,300,fail_open,0.7833333333333333
i1,independent,111,0.0,6,300,refusal,0.18
i1,independent,111,0.0,6,300,hazard_hits,5.658888888888889
